seqnames1	start1	end1	seqnames2	start2	end2	name	selected_anch1	selected_anch2	loop_class	celltype
chr3	120595500	120596500	chr3	120644500	120645500	chr3_120596000_120645000	promoter	enhancer	E-P	K562
chr4	182864500	182865500	chr4	183395500	183396500	chr4_182865000_183396000	NA	enhancer	E/P-other	K562
chr4	182864500	182865500	chr4	183098500	183099500	chr4_182865000_183099000	NA	promoter	E/P-other	K562
chr4	182915500	182916500	chr4	183658500	183659500	chr4_182916000_183659000	NA	promoter	E/P-other	K562
chr4	182924500	182925500	chr4	182969500	182970500	chr4_182925000_182970000	CTCF	enhancer	E/P-other	K562
chr4	182936500	182937500	chr4	183398500	183399500	chr4_182937000_183399000	NA	enhancer	E/P-other	K562
chr4	182937500	182938500	chr4	183027500	183028500	chr4_182938000_183028000	CTCF	enhancer	E/P-other	K562
chr4	182938500	182939500	chr4	182969500	182970500	chr4_182939000_182970000	NA	enhancer	E/P-other	K562
chr4	183026500	183027500	chr4	183099500	183100500	chr4_183027000_183100000	NA	promoter	E/P-other	K562
chr4	183261500	183262500	chr4	183397500	183398500	chr4_183262000_183398000	CTCF	enhancer	E/P-other	K562
chr4	183289500	183290500	chr4	183396500	183397500	chr4_183290000_183397000	NA	enhancer	E/P-other	K562
chr4	183347500	183348500	chr4	183443500	183444500	chr4_183348000_183444000	NA	promoter	E/P-other	K562
chr4	183361500	183362500	chr4	183397500	183398500	chr4_183362000_183398000	NA	enhancer	E/P-other	K562
chr4	183575500	183576500	chr4	183658500	183659500	chr4_183576000_183659000	NA	promoter	E/P-other	K562
chr6	29704500	29705500	chr6	29752500	29753500	chr6_29705000_29753000	NA	promoter	E/P-other	K562
chr6	29751500	29752500	chr6	29964500	29965500	chr6_29752000_29965000	promoter	enhancer	E-P	K562
chr6	29751500	29752500	chr6	31197500	31198500	chr6_29752000_31198000	promoter	promoter	P-P	K562
chr6	29751500	29752500	chr6	31493500	31494500	chr6_29752000_31494000	promoter	enhancer	E-P	K562
chr6	29751500	29752500	chr6	30060500	30061500	chr6_29752000_30061000	promoter	promoter	P-P	K562
chr6	29847500	29848500	chr6	29976500	29977500	chr6_29848000_29977000	CTCF	enhancer	E/P-other	K562
chr6	30062500	30063500	chr6	30570500	30571500	chr6_30063000_30571000	NA	promoter	E/P-other	K562
chr6	30064500	30065500	chr6	30686500	30687500	chr6_30065000_30687000	NA	promoter	E/P-other	K562
chr6	30064500	30065500	chr6	30717500	30718500	chr6_30065000_30718000	NA	promoter	E/P-other	K562
chr6	30065500	30066500	chr6	30325500	30326500	chr6_30066000_30326000	NA	promoter	E/P-other	K562
chr6	30065500	30066500	chr6	30768500	30769500	chr6_30066000_30769000	NA	enhancer	E/P-other	K562
chr6	30065500	30066500	chr6	31197500	31198500	chr6_30066000_31198000	NA	promoter	E/P-other	K562
chr6	30065500	30066500	chr6	30742500	30743500	chr6_30066000_30743000	NA	promoter	E/P-other	K562
chr6	30065500	30066500	chr6	30343500	30344500	chr6_30066000_30344000	NA	enhancer	E/P-other	K562
chr6	30065500	30066500	chr6	30555500	30556500	chr6_30066000_30556000	NA	enhancer	E/P-other	K562
chr6	30065500	30066500	chr6	30615500	30616500	chr6_30066000_30616000	NA	enhancer	E/P-other	K562
chr6	30101500	30102500	chr6	30344500	30345500	chr6_30102000_30345000	CTCF	promoter	E/P-other	K562
chr6	30101500	30102500	chr6	30615500	30616500	chr6_30102000_30616000	CTCF	enhancer	E/P-other	K562
chr6	30101500	30102500	chr6	30555500	30556500	chr6_30102000_30556000	CTCF	enhancer	E/P-other	K562
chr6	30101500	30102500	chr6	30325500	30326500	chr6_30102000_30326000	CTCF	promoter	E/P-other	K562
chr6	30297500	30298500	chr6	30884500	30885500	chr6_30298000_30885000	NA	promoter	E/P-other	K562
chr6	30324500	30325500	chr6	30914500	30915500	chr6_30325000_30915000	NA	enhancer	E/P-other	K562
chr6	30324500	30325500	chr6	30813500	30814500	chr6_30325000_30814000	NA	enhancer	E/P-other	K562
chr6	30342500	30343500	chr6	30793500	30794500	chr6_30343000_30794000	NA	enhancer	E/P-other	K562
chr6	30483500	30484500	chr6	30722500	30723500	chr6_30484000_30723000	CTCF	enhancer	E/P-other	K562
chr6	30487500	30488500	chr6	30913500	30914500	chr6_30488000_30914000	NA	promoter	E/P-other	K562
chr6	30488500	30489500	chr6	30646500	30647500	chr6_30489000_30647000	promoter	promoter	P-P	K562
chr6	30488500	30489500	chr6	30615500	30616500	chr6_30489000_30616000	promoter	enhancer	E-P	K562
chr6	30488500	30489500	chr6	30873500	30874500	chr6_30489000_30874000	promoter	enhancer	E-P	K562
chr6	30488500	30489500	chr6	30718500	30719500	chr6_30489000_30719000	promoter	enhancer	E-P	K562
chr6	30494500	30495500	chr6	30614500	30615500	chr6_30495000_30615000	NA	enhancer	E/P-other	K562
chr6	30522500	30523500	chr6	30570500	30571500	chr6_30523000_30571000	NA	promoter	E/P-other	K562
chr6	30523500	30524500	chr6	30614500	30615500	chr6_30524000_30615000	NA	enhancer	E/P-other	K562
chr6	30524500	30525500	chr6	30645500	30646500	chr6_30525000_30646000	NA	enhancer	E/P-other	K562
chr6	30532500	30533500	chr6	30554500	30555500	chr6_30533000_30555000	CTCF	enhancer	E/P-other	K562
chr6	30540500	30541500	chr6	30722500	30723500	chr6_30541000_30723000	NA	enhancer	E/P-other	K562
chr6	30679500	30680500	chr6	30721500	30722500	chr6_30680000_30722000	NA	promoter	E/P-other	K562
chr6	30755500	30756500	chr6	31196500	31197500	chr6_30756000_31197000	NA	enhancer	E/P-other	K562
chr6	30783500	30784500	chr6	30882500	30883500	chr6_30784000_30883000	NA	enhancer	E/P-other	K562
chr6	30783500	30784500	chr6	31735500	31736500	chr6_30784000_31736000	NA	promoter	E/P-other	K562
chr6	30883500	30884500	chr6	31398500	31399500	chr6_30884000_31399000	promoter	enhancer	E-P	K562
chr6	30883500	30884500	chr6	31196500	31197500	chr6_30884000_31197000	promoter	enhancer	E-P	K562
chr6	31157500	31158500	chr6	31560500	31561500	chr6_31158000_31561000	promoter	enhancer	E-P	K562
chr6	31157500	31158500	chr6	31663500	31664500	chr6_31158000_31664000	promoter	enhancer	E-P	K562
chr6	31491500	31492500	chr6	31729500	31730500	chr6_31492000_31730000	CTCF	promoter	E/P-other	K562
chr6	31492500	31493500	chr6	31580500	31581500	chr6_31493000_31581000	NA	enhancer	E/P-other	K562
chr6	31492500	31493500	chr6	31769500	31770500	chr6_31493000_31770000	NA	enhancer	E/P-other	K562
chr6	31495500	31496500	chr6	31793500	31794500	chr6_31496000_31794000	NA	enhancer	E/P-other	K562
chr6	31495500	31496500	chr6	31806500	31807500	chr6_31496000_31807000	NA	promoter	E/P-other	K562
chr6	31540500	31541500	chr6	32195500	32196500	chr6_31541000_32196000	promoter	enhancer	E-P	K562
chr6	31545500	31546500	chr6	31769500	31770500	chr6_31546000_31770000	NA	enhancer	E/P-other	K562
chr6	31546500	31547500	chr6	31794500	31795500	chr6_31547000_31795000	promoter	enhancer	E-P	K562
chr6	31546500	31547500	chr6	31829500	31830500	chr6_31547000_31830000	promoter	enhancer	E-P	K562
chr6	31546500	31547500	chr6	32046500	32047500	chr6_31547000_32047000	promoter	enhancer	E-P	K562
chr6	31546500	31547500	chr6	31651500	31652500	chr6_31547000_31652000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	31728500	31729500	chr6_31547000_31729000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	32152500	32153500	chr6_31547000_32153000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	31619500	31620500	chr6_31547000_31620000	promoter	enhancer	E-P	K562
chr6	31546500	31547500	chr6	31689500	31690500	chr6_31547000_31690000	promoter	enhancer	E-P	K562
chr6	31546500	31547500	chr6	32129500	32130500	chr6_31547000_32130000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	32194500	32195500	chr6_31547000_32195000	promoter	enhancer	E-P	K562
chr6	31546500	31547500	chr6	31971500	31972500	chr6_31547000_31972000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	31897500	31898500	chr6_31547000_31898000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	31862500	31863500	chr6_31547000_31863000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	31702500	31703500	chr6_31547000_31703000	promoter	promoter	P-P	K562
chr6	31546500	31547500	chr6	31663500	31664500	chr6_31547000_31664000	promoter	enhancer	E-P	K562
chr6	31665500	31666500	chr6	31688500	31689500	chr6_31666000_31689000	promoter	enhancer	E-P	K562
chr6	31679500	31680500	chr6	31829500	31830500	chr6_31680000_31830000	NA	enhancer	E/P-other	K562
chr6	31679500	31680500	chr6	31863500	31864500	chr6_31680000_31864000	NA	enhancer	E/P-other	K562
chr6	31680500	31681500	chr6	31727500	31728500	chr6_31681000_31728000	CTCF	enhancer	E/P-other	K562
chr6	31771500	31772500	chr6	32046500	32047500	chr6_31772000_32047000	NA	enhancer	E/P-other	K562
chr6	31771500	31772500	chr6	31829500	31830500	chr6_31772000_31830000	NA	enhancer	E/P-other	K562
chr6	31772500	31773500	chr6	31862500	31863500	chr6_31773000_31863000	CTCF	promoter	E/P-other	K562
chr6	31799500	31800500	chr6	32128500	32129500	chr6_31800000_32129000	NA	promoter	E/P-other	K562
chr6	31825500	31826500	chr6	32176500	32177500	chr6_31826000_32177000	NA	promoter	E/P-other	K562
chr6	31825500	31826500	chr6	32152500	32153500	chr6_31826000_32153000	NA	promoter	E/P-other	K562
chr6	31825500	31826500	chr6	31896500	31897500	chr6_31826000_31897000	NA	promoter	E/P-other	K562
chr6	31866500	31867500	chr6	31895500	31896500	chr6_31867000_31896000	NA	enhancer	E/P-other	K562
chr6	31908500	31909500	chr6	31969500	31970500	chr6_31909000_31970000	NA	enhancer	E/P-other	K562
chr6	31928500	31929500	chr6	32127500	32128500	chr6_31929000_32128000	NA	promoter	E/P-other	K562
chr6	31929500	31930500	chr6	31970500	31971500	chr6_31930000_31971000	NA	enhancer	E/P-other	K562
chr6	32086500	32087500	chr6	32183500	32184500	chr6_32087000_32184000	NA	enhancer	E/P-other	K562
chr6	32086500	32087500	chr6	32165500	32166500	chr6_32087000_32166000	NA	enhancer	E/P-other	K562
chr6	32086500	32087500	chr6	32128500	32129500	chr6_32087000_32129000	NA	promoter	E/P-other	K562
chr6	32086500	32087500	chr6	32195500	32196500	chr6_32087000_32196000	NA	enhancer	E/P-other	K562
chr6	32086500	32087500	chr6	32176500	32177500	chr6_32087000_32177000	NA	promoter	E/P-other	K562
chr6	32153500	32154500	chr6	32194500	32195500	chr6_32154000_32195000	promoter	enhancer	E-P	K562
chr6	32153500	32154500	chr6	32176500	32177500	chr6_32154000_32177000	promoter	promoter	P-P	K562
chr7	10644500	10645500	chr7	10707500	10708500	chr7_10645000_10708000	NA	enhancer	E/P-other	K562
chr7	10708500	10709500	chr7	10785500	10786500	chr7_10709000_10786000	CTCF	enhancer	E/P-other	K562
chr7	10728500	10729500	chr7	10939500	10940500	chr7_10729000_10940000	NA	promoter	E/P-other	K562
chr7	10786500	10787500	chr7	10939500	10940500	chr7_10787000_10940000	NA	promoter	E/P-other	K562
chr7	10810500	10811500	chr7	10973500	10974500	chr7_10811000_10974000	NA	promoter	E/P-other	K562
chr7	10810500	10811500	chr7	10939500	10940500	chr7_10811000_10940000	NA	promoter	E/P-other	K562
chr7	12350500	12351500	chr7	12403500	12404500	chr7_12351000_12404000	NA	promoter	E/P-other	K562
chr7	12645500	12646500	chr7	12712500	12713500	chr7_12646000_12713000	NA	enhancer	E/P-other	K562
chr7	12646500	12647500	chr7	12720500	12721500	chr7_12647000_12721000	NA	enhancer	E/P-other	K562
chr7	12646500	12647500	chr7	12731500	12732500	chr7_12647000_12732000	NA	enhancer	E/P-other	K562
chr7	12729500	12730500	chr7	12770500	12771500	chr7_12730000_12771000	NA	enhancer	E/P-other	K562
chr8	63125500	63126500	chr8	63166500	63167500	chr8_63126000_63167000	NA	enhancer	E/P-other	K562
chr8	65718500	65719500	chr8	65742500	65743500	chr8_65719000_65743000	NA	enhancer	E/P-other	K562
chr8	65750500	65751500	chr8	66428500	66429500	chr8_65751000_66429000	NA	promoter	E/P-other	K562
chr8	65760500	65761500	chr8	66428500	66429500	chr8_65761000_66429000	NA	promoter	E/P-other	K562
chr8	65786500	65787500	chr8	66113500	66114500	chr8_65787000_66114000	NA	promoter	E/P-other	K562
chr8	65788500	65789500	chr8	65840500	65841500	chr8_65789000_65841000	NA	promoter	E/P-other	K562
chr8	65805500	65806500	chr8	65840500	65841500	chr8_65806000_65841000	NA	promoter	E/P-other	K562
chr8	65869500	65870500	chr8	66428500	66429500	chr8_65870000_66429000	NA	promoter	E/P-other	K562
chr8	125005500	125006500	chr8	125430500	125431500	chr8_125006000_125431000	NA	enhancer	E/P-other	K562
chr8	125099500	125100500	chr8	125429500	125430500	chr8_125100000_125430000	NA	promoter	E/P-other	K562
chr8	125118500	125119500	chr8	125430500	125431500	chr8_125119000_125431000	CTCF	enhancer	E/P-other	K562
chr8	125161500	125162500	chr8	125430500	125431500	chr8_125162000_125431000	NA	enhancer	E/P-other	K562
chr8	125180500	125181500	chr8	125429500	125430500	chr8_125181000_125430000	NA	promoter	E/P-other	K562
chr8	125180500	125181500	chr8	125332500	125333500	chr8_125181000_125333000	NA	enhancer	E/P-other	K562
chr8	125181500	125182500	chr8	125190500	125191500	chr8_125182000_125191000	NA	enhancer	E/P-other	K562
chr8	125196500	125197500	chr8	125430500	125431500	chr8_125197000_125431000	NA	enhancer	E/P-other	K562
chr8	125229500	125230500	chr8	125430500	125431500	chr8_125230000_125431000	NA	enhancer	E/P-other	K562
chr8	125229500	125230500	chr8	125333500	125334500	chr8_125230000_125334000	NA	enhancer	E/P-other	K562
chr8	125261500	125262500	chr8	125429500	125430500	chr8_125262000_125430000	NA	promoter	E/P-other	K562
chr8	125278500	125279500	chr8	125332500	125333500	chr8_125279000_125333000	NA	enhancer	E/P-other	K562
chr8	125288500	125289500	chr8	125332500	125333500	chr8_125289000_125333000	NA	enhancer	E/P-other	K562
chr8	125310500	125311500	chr8	125429500	125430500	chr8_125311000_125430000	NA	promoter	E/P-other	K562
chr8	125311500	125312500	chr8	125382500	125383500	chr8_125312000_125383000	NA	enhancer	E/P-other	K562
chr8	125700500	125701500	chr8	126289500	126290500	chr8_125701000_126290000	CTCF	enhancer	E/P-other	K562
chr8	127616500	127617500	chr8	127959500	127960500	chr8_127617000_127960000	NA	enhancer	E/P-other	K562
chr8	127617500	127618500	chr8	128047500	128048500	chr8_127618000_128048000	NA	enhancer	E/P-other	K562
chr8	127733500	127734500	chr8	129725500	129726500	chr8_127734000_129726000	promoter	enhancer	E-P	K562
chr8	127733500	127734500	chr8	129582500	129583500	chr8_127734000_129583000	promoter	enhancer	E-P	K562
chr8	127733500	127734500	chr8	129535500	129536500	chr8_127734000_129536000	promoter	enhancer	E-P	K562
chr8	127758500	127759500	chr8	127959500	127960500	chr8_127759000_127960000	NA	enhancer	E/P-other	K562
chr8	127793500	127794500	chr8	127959500	127960500	chr8_127794000_127960000	promoter	enhancer	E-P	K562
chr8	127793500	127794500	chr8	128047500	128048500	chr8_127794000_128048000	promoter	enhancer	E-P	K562
chr8	127798500	127799500	chr8	127959500	127960500	chr8_127799000_127960000	NA	enhancer	E/P-other	K562
chr8	127799500	127800500	chr8	127896500	127897500	chr8_127800000_127897000	NA	enhancer	E/P-other	K562
chr8	127844500	127845500	chr8	127896500	127897500	chr8_127845000_127897000	NA	enhancer	E/P-other	K562
chr8	127897500	127898500	chr8	129581500	129582500	chr8_127898000_129582000	NA	enhancer	E/P-other	K562
chr8	127897500	127898500	chr8	127959500	127960500	chr8_127898000_127960000	NA	enhancer	E/P-other	K562
chr8	127897500	127898500	chr8	129571500	129572500	chr8_127898000_129572000	NA	enhancer	E/P-other	K562
chr8	127897500	127898500	chr8	128002500	128003500	chr8_127898000_128003000	NA	enhancer	E/P-other	K562
chr8	127897500	127898500	chr8	129691500	129692500	chr8_127898000_129692000	NA	enhancer	E/P-other	K562
chr8	127912500	127913500	chr8	128013500	128014500	chr8_127913000_128014000	NA	enhancer	E/P-other	K562
chr8	127912500	127913500	chr8	127958500	127959500	chr8_127913000_127959000	NA	enhancer	E/P-other	K562
chr8	127946500	127947500	chr8	129690500	129691500	chr8_127947000_129691000	NA	enhancer	E/P-other	K562
chr8	127951500	127952500	chr8	128554500	128555500	chr8_127952000_128555000	NA	enhancer	E/P-other	K562
chr8	127977500	127978500	chr8	128427500	128428500	chr8_127978000_128428000	NA	enhancer	E/P-other	K562
chr8	128003500	128004500	chr8	129691500	129692500	chr8_128004000_129692000	NA	enhancer	E/P-other	K562
chr8	128125500	128126500	chr8	128343500	128344500	chr8_128126000_128344000	NA	enhancer	E/P-other	K562
chr8	128175500	128176500	chr8	129691500	129692500	chr8_128176000_129692000	NA	enhancer	E/P-other	K562
chr8	128342500	128343500	chr8	128427500	128428500	chr8_128343000_128428000	NA	enhancer	E/P-other	K562
chr8	128342500	128343500	chr8	129581500	129582500	chr8_128343000_129582000	NA	enhancer	E/P-other	K562
chr8	128426500	128427500	chr8	129571500	129572500	chr8_128427000_129572000	NA	enhancer	E/P-other	K562
chr8	128426500	128427500	chr8	129582500	129583500	chr8_128427000_129583000	NA	enhancer	E/P-other	K562
chr8	128426500	128427500	chr8	129691500	129692500	chr8_128427000_129692000	NA	enhancer	E/P-other	K562
chr8	128555500	128556500	chr8	129535500	129536500	chr8_128556000_129536000	NA	enhancer	E/P-other	K562
chr8	128555500	128556500	chr8	129691500	129692500	chr8_128556000_129692000	NA	enhancer	E/P-other	K562
chr8	128555500	128556500	chr8	129583500	129584500	chr8_128556000_129584000	NA	enhancer	E/P-other	K562
chr8	129022500	129023500	chr8	129681500	129682500	chr8_129023000_129682000	NA	enhancer	E/P-other	K562
chr8	129399500	129400500	chr8	129581500	129582500	chr8_129400000_129582000	NA	enhancer	E/P-other	K562
chr8	129417500	129418500	chr8	129557500	129558500	chr8_129418000_129558000	NA	enhancer	E/P-other	K562
chr8	129417500	129418500	chr8	129580500	129581500	chr8_129418000_129581000	NA	enhancer	E/P-other	K562
chr8	129446500	129447500	chr8	129693500	129694500	chr8_129447000_129694000	NA	enhancer	E/P-other	K562
chr8	129446500	129447500	chr8	129580500	129581500	chr8_129447000_129581000	NA	enhancer	E/P-other	K562
chr8	129454500	129455500	chr8	129581500	129582500	chr8_129455000_129582000	NA	enhancer	E/P-other	K562
chr8	129454500	129455500	chr8	129690500	129691500	chr8_129455000_129691000	NA	enhancer	E/P-other	K562
chr8	129536500	129537500	chr8	129686500	129687500	chr8_129537000_129687000	NA	enhancer	E/P-other	K562
chr8	129584500	129585500	chr8	129725500	129726500	chr8_129585000_129726000	NA	enhancer	E/P-other	K562
chr8	129590500	129591500	chr8	129725500	129726500	chr8_129591000_129726000	NA	enhancer	E/P-other	K562
chr9	107284500	107285500	chr9	109012500	109013500	chr9_107285000_109013000	NA	promoter	E/P-other	K562
chr9	107488500	107489500	chr9	107783500	107784500	chr9_107489000_107784000	NA	enhancer	E/P-other	K562
chr9	107546500	107547500	chr9	107749500	107750500	chr9_107547000_107750000	NA	enhancer	E/P-other	K562
chr9	107547500	107548500	chr9	107783500	107784500	chr9_107548000_107784000	NA	enhancer	E/P-other	K562
chr9	107547500	107548500	chr9	108048500	108049500	chr9_107548000_108049000	NA	enhancer	E/P-other	K562
chr9	107707500	107708500	chr9	107783500	107784500	chr9_107708000_107784000	NA	enhancer	E/P-other	K562
chr9	107750500	107751500	chr9	108048500	108049500	chr9_107751000_108049000	NA	enhancer	E/P-other	K562
chr9	107750500	107751500	chr9	108094500	108095500	chr9_107751000_108095000	NA	enhancer	E/P-other	K562
chr9	107792500	107793500	chr9	108048500	108049500	chr9_107793000_108049000	NA	enhancer	E/P-other	K562
chr9	108015500	108016500	chr9	108048500	108049500	chr9_108016000_108049000	NA	enhancer	E/P-other	K562
chr9	108015500	108016500	chr9	108093500	108094500	chr9_108016000_108094000	NA	enhancer	E/P-other	K562
chr9	108015500	108016500	chr9	108107500	108108500	chr9_108016000_108108000	NA	enhancer	E/P-other	K562
chr9	108056500	108057500	chr9	108093500	108094500	chr9_108057000_108094000	NA	enhancer	E/P-other	K562
chr9	108084500	108085500	chr9	108108500	108109500	chr9_108085000_108109000	NA	enhancer	E/P-other	K562
chr9	108962500	108963500	chr9	109011500	109012500	chr9_108963000_109012000	NA	enhancer	E/P-other	K562
chr9	109099500	109100500	chr9	109118500	109119500	chr9_109100000_109119000	NA	enhancer	E/P-other	K562
chr9	109108500	109109500	chr9	109118500	109119500	chr9_109109000_109119000	NA	enhancer	E/P-other	K562
chrX	47115500	47116500	chrX	47143500	47144500	chrX_47116000_47144000	NA	enhancer	E/P-other	K562
chrX	47496500	47497500	chrX	47561500	47562500	chrX_47497000_47562000	NA	enhancer	E/P-other	K562
chrX	47581500	47582500	chrX	47649500	47650500	chrX_47582000_47650000	promoter	promoter	P-P	K562
chrX	47581500	47582500	chrX	47658500	47659500	chrX_47582000_47659000	promoter	promoter	P-P	K562
chrX	47657500	47658500	chrX	48467500	48468500	chrX_47658000_48468000	NA	promoter	E/P-other	K562
chrX	47659500	47660500	chrX	47836500	47837500	chrX_47660000_47837000	NA	promoter	E/P-other	K562
chrX	47660500	47661500	chrX	47682500	47683500	chrX_47661000_47683000	NA	enhancer	E/P-other	K562
chrX	48070500	48071500	chrX	48467500	48468500	chrX_48071000_48468000	NA	promoter	E/P-other	K562
chrX	48082500	48083500	chrX	48468500	48469500	chrX_48083000_48469000	CTCF	enhancer	E/P-other	K562
chrX	48222500	48223500	chrX	48468500	48469500	chrX_48223000_48469000	NA	enhancer	E/P-other	K562
chrX	48254500	48255500	chrX	48467500	48468500	chrX_48255000_48468000	promoter	promoter	P-P	K562
chrX	48254500	48255500	chrX	48474500	48475500	chrX_48255000_48475000	promoter	enhancer	E-P	K562
chrX	48254500	48255500	chrX	48520500	48521500	chrX_48255000_48521000	promoter	promoter	P-P	K562
chrX	48278500	48279500	chrX	48467500	48468500	chrX_48279000_48468000	NA	promoter	E/P-other	K562
chrX	48356500	48357500	chrX	48467500	48468500	chrX_48357000_48468000	promoter	promoter	P-P	K562
chrX	48430500	48431500	chrX	48492500	48493500	chrX_48431000_48493000	NA	enhancer	E/P-other	K562
chrX	48495500	48496500	chrX	48538500	48539500	chrX_48496000_48539000	NA	promoter	E/P-other	K562
chrX	48572500	48573500	chrX	49163500	49164500	chrX_48573000_49164000	NA	promoter	E/P-other	K562
chrX	48572500	48573500	chrX	48911500	48912500	chrX_48573000_48912000	NA	promoter	E/P-other	K562
chrX	48588500	48589500	chrX	48800500	48801500	chrX_48589000_48801000	NA	enhancer	E/P-other	K562
chrX	48595500	48596500	chrX	49190500	49191500	chrX_48596000_49191000	NA	enhancer	E/P-other	K562
chrX	48595500	48596500	chrX	49235500	49236500	chrX_48596000_49236000	NA	promoter	E/P-other	K562
chrX	48629500	48630500	chrX	49100500	49101500	chrX_48630000_49101000	NA	promoter	E/P-other	K562
chrX	48629500	48630500	chrX	48910500	48911500	chrX_48630000_48911000	NA	enhancer	E/P-other	K562
chrX	48629500	48630500	chrX	49147500	49148500	chrX_48630000_49148000	NA	enhancer	E/P-other	K562
chrX	48630500	48631500	chrX	48917500	48918500	chrX_48631000_48918000	CTCF	enhancer	E/P-other	K562
chrX	48634500	48635500	chrX	48676500	48677500	chrX_48635000_48677000	NA	enhancer	E/P-other	K562
chrX	48678500	48679500	chrX	48917500	48918500	chrX_48679000_48918000	NA	enhancer	E/P-other	K562
chrX	48736500	48737500	chrX	49167500	49168500	chrX_48737000_49168000	promoter	enhancer	E-P	K562
chrX	48736500	48737500	chrX	49230500	49231500	chrX_48737000_49231000	promoter	enhancer	E-P	K562
chrX	48736500	48737500	chrX	49147500	49148500	chrX_48737000_49148000	promoter	enhancer	E-P	K562
chrX	48736500	48737500	chrX	48896500	48897500	chrX_48737000_48897000	promoter	enhancer	E-P	K562
chrX	48736500	48737500	chrX	49185500	49186500	chrX_48737000_49186000	promoter	promoter	P-P	K562
chrX	48736500	48737500	chrX	49041500	49042500	chrX_48737000_49042000	promoter	enhancer	E-P	K562
chrX	48736500	48737500	chrX	48916500	48917500	chrX_48737000_48917000	promoter	enhancer	E-P	K562
chrX	48736500	48737500	chrX	48800500	48801500	chrX_48737000_48801000	promoter	enhancer	E-P	K562
chrX	48762500	48763500	chrX	48890500	48891500	chrX_48763000_48891000	NA	enhancer	E/P-other	K562
chrX	48783500	48784500	chrX	48911500	48912500	chrX_48784000_48912000	NA	promoter	E/P-other	K562
chrX	48783500	48784500	chrX	48890500	48891500	chrX_48784000_48891000	NA	enhancer	E/P-other	K562
chrX	48783500	48784500	chrX	48937500	48938500	chrX_48784000_48938000	NA	enhancer	E/P-other	K562
chrX	48786500	48787500	chrX	48958500	48959500	chrX_48787000_48959000	promoter	promoter	P-P	K562
chrX	48786500	48787500	chrX	49268500	49269500	chrX_48787000_49269000	promoter	enhancer	E-P	K562
chrX	48799500	48800500	chrX	49163500	49164500	chrX_48800000_49164000	NA	promoter	E/P-other	K562
chrX	48854500	48855500	chrX	48916500	48917500	chrX_48855000_48917000	CTCF	enhancer	E/P-other	K562
chrX	48865500	48866500	chrX	48937500	48938500	chrX_48866000_48938000	NA	enhancer	E/P-other	K562
chrX	48918500	48919500	chrX	49002500	49003500	chrX_48919000_49003000	promoter	enhancer	E-P	K562
chrX	48918500	48919500	chrX	48936500	48937500	chrX_48919000_48937000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49268500	49269500	chrX_48958000_49269000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49230500	49231500	chrX_48958000_49231000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49167500	49168500	chrX_48958000_49168000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49189500	49190500	chrX_48958000_49190000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49184500	49185500	chrX_48958000_49185000	promoter	promoter	P-P	K562
chrX	48957500	48958500	chrX	49148500	49149500	chrX_48958000_49149000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49099500	49100500	chrX_48958000_49100000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49079500	49080500	chrX_48958000_49080000	promoter	promoter	P-P	K562
chrX	48957500	48958500	chrX	49041500	49042500	chrX_48958000_49042000	promoter	enhancer	E-P	K562
chrX	48957500	48958500	chrX	49154500	49155500	chrX_48958000_49155000	promoter	enhancer	E-P	K562
chrX	49040500	49041500	chrX	49148500	49149500	chrX_49041000_49149000	NA	enhancer	E/P-other	K562
chrX	49040500	49041500	chrX	49154500	49155500	chrX_49041000_49155000	NA	enhancer	E/P-other	K562
chrX	49162500	49163500	chrX	49268500	49269500	chrX_49163000_49269000	NA	enhancer	E/P-other	K562
chrX	49199500	49200500	chrX	49268500	49269500	chrX_49200000_49269000	promoter	enhancer	E-P	K562
chrX	49232500	49233500	chrX	49315500	49316500	chrX_49233000_49316000	NA	enhancer	E/P-other	K562
chrX	49234500	49235500	chrX	49268500	49269500	chrX_49235000_49269000	promoter	enhancer	E-P	K562
chrX	49242500	49243500	chrX	49315500	49316500	chrX_49243000_49316000	NA	enhancer	E/P-other	K562
chrX	49269500	49270500	chrX	49315500	49316500	chrX_49270000_49316000	promoter	enhancer	E-P	K562
chrX	49269500	49270500	chrX	49307500	49308500	chrX_49270000_49308000	promoter	enhancer	E-P	K562
chrX	49292500	49293500	chrX	49315500	49316500	chrX_49293000_49316000	NA	enhancer	E/P-other	K562
chr6	26057447	26058447	chr6	26102335	26103335	chr6_26057947_26102835	NA	enhancer	E/P-other	K562
